seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr3	127317327	127317399	73	*	X02604	4171	127317200	127341278	24079	+	0	inside	126	MCM2
chr3	127347676	127347696	21	*	X02605	50512	127348002	127391653	43652	+	305	upstream	305	PODXL2
chr3	127541636	127541891	256	*	X02607	11343	127407905	127542093	134189	-	0	inside	201	MGLL
chr3	127542374	127542390	17	*	X02608	11343	127407905	127542093	134189	-	280	upstream	280	MGLL
chr3	127542403	127542441	39	*	X02609	11343	127407905	127542093	134189	-	309	upstream	309	MGLL
chr3	127771286	127771292	7	*	X02610	29927	127771212	127790526	19315	+	0	inside	73	SEC61A1
chr3	127872085	127872293	209	*	X02613	60678	127872313	128127489	255177	+	19	upstream	19	EEFSEC
chr3	127872344	127872538	195	*	X02614	60678	127872313	128127489	255177	+	0	inside	30	EEFSEC
chr3	127872344	127872538	195	*	X02614	8607	127783628	127872757	89130	-	0	inside	218	RUVBL1
chr3	128399660	128399680	21	*	X02616	6184	128338813	128399918	61106	-	0	inside	237	RPN1
chr3	128399693	128399717	25	*	X02617	6184	128338813	128399918	61106	-	0	inside	200	RPN1
chr3	128444821	128445068	248	*	X02618	7879	128444979	128533641	88663	+	0	overlapStart	0	RAB7A
chr3	128879863	128880334	472	*	X02622	100534599	128806412	128880073	73662	-	0	overlapStart	0	ISY1-RAB43
chr3	128879863	128880334	472	*	X02622	57461	128846259	128880073	33815	-	0	overlapStart	0	ISY1
chr3	128902637	128902693	57	*	X02623	7555	128886658	128902810	16153	-	0	inside	116	CNBP
chr3	128902882	128902993	112	*	X02624	7555	128886658	128902810	16153	-	71	upstream	71	CNBP
chr3	128968307	128968552	246	*	X02625	22820	128968453	128996616	28164	+	0	overlapStart	0	COPG1
chr3	128997814	128997907	94	*	X02626	56941	128997684	129024135	26452	+	0	inside	129	HMCES
chr3	129033682	129033704	23	*	X02627	339942	129035114	129043412	8299	+	1409	upstream	1409	H1-10-AS1
chr3	129033721	129033733	13	*	X02628	339942	129035114	129043412	8299	+	1380	upstream	1380	H1-10-AS1
chr3	129033807	129033884	78	*	X02629	339942	129035114	129043412	8299	+	1229	upstream	1229	H1-10-AS1
chr3	129033937	129033999	63	*	X02630	339942	129035114	129043412	8299	+	1114	upstream	1114	H1-10-AS1
chr3	129034060	129034146	87	*	X02631	339942	129035114	129043412	8299	+	967	upstream	967	H1-10-AS1
chr3	129035052	129035239	188	*	X02632	339942	129035114	129043412	8299	+	0	overlapStart	0	H1-10-AS1
chr3	129035052	129035239	188	*	X02632	8971	129033614	129035120	1507	-	0	overlapStart	0	H1-10
chr3	129158744	129158827	84	*	X02633	55764	129158968	129239191	80224	+	140	upstream	140	IFT122
chr3	129158744	129158827	84	*	X02633	8930	129149787	129159022	9236	-	0	inside	194	MBD4
chr3	129831179	129831266	88	*	X02638	729375	129816625	129830276	13652	-	902	upstream	902	FAM86HP
chr3	129831279	129831295	17	*	X02639	729375	129816625	129830276	13652	-	1002	upstream	1002	FAM86HP
chr3	131221536	131222042	507	*	X02640	11222	131181045	131221860	40816	-	0	overlapStart	0	MRPL3
chr3	132136202	132136435	234	*	X02642	23317	132136553	132257876	121324	+	117	upstream	117	DNAJC13
chr3	132378866	132379402	537	*	X02643	84129	132276982	132378975	101994	-	0	overlapStart	0	ACAD11
chr3	132440784	132440920	137	*	X02644	348808	132441186	132593050	151865	+	265	upstream	265	NPHP3-AS1
chr3	132441172	132441198	27	*	X02645	27031	132399453	132441303	41851	-	0	inside	104	NPHP3
chr3	132441172	132441198	27	*	X02645	348808	132441186	132593050	151865	+	0	overlapStart	0	NPHP3-AS1
chr3	133614383	133614413	31	*	X02650	51560	133543080	133614691	71612	-	0	inside	277	RAB6B
chr3	133614426	133614632	207	*	X02651	51560	133543080	133614691	71612	-	0	inside	58	RAB6B
chr3	133614815	133614882	68	*	X02652	51560	133543080	133614691	71612	-	123	upstream	123	RAB6B
chr3	133969689	133969846	158	*	X02654	6259	133875978	133969586	93609	-	102	upstream	102	RYK
chr3	134204350	134204364	15	*	X02656	80254	134204575	134293855	89281	+	210	upstream	210	CEP63
chr3	134204504	134204517	14	*	X02657	80254	134204575	134293855	89281	+	57	upstream	57	CEP63
chr3	134204654	134204666	13	*	X02658	25847	134196546	134204865	8320	-	0	inside	198	ANAPC13
chr3	134204654	134204666	13	*	X02658	80254	134204575	134293855	89281	+	0	inside	78	CEP63
chr3	134204875	134204883	9	*	X02659	25847	134196546	134204865	8320	-	9	upstream	9	ANAPC13
chr3	135684149	135684166	18	*	X02665	5523	135684515	135866752	182238	+	348	upstream	348	PPP2R3A
chr3	135684275	135684316	42	*	X02666	5523	135684515	135866752	182238	+	198	upstream	198	PPP2R3A
chr3	135684334	135684410	77	*	X02667	5523	135684515	135866752	182238	+	104	upstream	104	PPP2R3A
chr3	135969176	135969298	123	*	X02668	5096	135969167	136056737	87571	+	0	inside	8	PCCB
chr3	137893546	137893567	22	*	X02670	51163	137879830	137893791	13962	-	0	inside	223	DBR1
chr3	137893590	137893707	118	*	X02671	51163	137879830	137893791	13962	-	0	inside	83	DBR1
chr3	137906174	137906449	276	*	X02672	25852	137906115	138017228	111114	+	0	inside	58	ARMC8
chr3	138153224	138153235	12	*	X02673	83850	138153415	138197256	43842	+	179	upstream	179	ESYT3
chr3	138153285	138153297	13	*	X02674	83850	138153415	138197256	43842	+	117	upstream	117	ESYT3
chr3	138153309	138153549	241	*	X02675	83850	138153415	138197256	43842	+	0	overlapStart	0	ESYT3
chr3	140660806	140660842	37	*	X02679	55186	140660662	140698785	38124	+	0	inside	143	SLC25A36
chr3	140660862	140660877	16	*	X02680	55186	140660662	140698785	38124	+	0	inside	199	SLC25A36
chr3	140660938	140660946	9	*	X02681	55186	140660662	140698785	38124	+	0	inside	275	SLC25A36
chr3	141457128	141457370	243	*	X02683	9616	141457051	141465645	8595	+	0	inside	76	RNF7
chr3	141595497	141595656	160	*	X02684	483	141595470	141645382	49913	+	0	inside	26	ATP1B3
chr3	141595708	141595735	28	*	X02685	483	141595470	141645382	49913	+	0	inside	237	ATP1B3
chr3	141944217	141944621	405	*	X02686	256356	141876369	141944449	68081	-	0	overlapStart	0	GK5
chr3	142166797	142167050	254	*	X02687	54464	142025449	142166853	141405	-	0	overlapStart	0	XRN1
chr3	142297435	142297656	222	*	X02688	545	142168077	142297668	129592	-	0	inside	11	ATR
chr3	142297751	142297902	152	*	X02689	545	142168077	142297668	129592	-	82	upstream	82	ATR
chr3	142315113	142315318	206	*	X02690	5357	142315229	142432505	117277	+	0	overlapStart	0	PLS1
chr3	142315338	142315454	117	*	X02691	5357	142315229	142432505	117277	+	0	inside	108	PLS1
chr3	142683063	142683086	24	*	X02692	344838	142680074	142682178	2105	-	884	upstream	884	PAQR9
chr3	142720128	142720385	258	*	X02693	100289361	142719687	142720309	623	-	0	overlapStart	0	LOC100289361
chr3	142720128	142720385	258	*	X02693	23350	142720372	142779567	59196	+	0	overlapStart	0	U2SURP
chr3	142720442	142720630	189	*	X02694	100289361	142719687	142720309	623	-	132	upstream	132	LOC100289361
chr3	142720442	142720630	189	*	X02694	23350	142720372	142779567	59196	+	0	inside	69	U2SURP
chr3	142720642	142720678	37	*	X02695	100289361	142719687	142720309	623	-	332	upstream	332	LOC100289361
chr3	142720642	142720678	37	*	X02695	23350	142720372	142779567	59196	+	0	inside	269	U2SURP
chr3	143690684	143690978	295	*	X02696	205428	143690640	143711210	20571	+	0	inside	43	DIPK2A
chr3	145878945	145879329	385	*	X02698	5352	145787228	145879282	92055	-	0	overlapStart	0	PLOD2
chr3	148709168	148709486	319	*	X02699	2992	148709195	148745456	36262	+	0	overlapStart	0	GYG1
chr3	148804657	148804717	61	*	X02700	6596	148747904	148804341	56438	-	315	upstream	315	HLTF
chr3	149375317	149375340	24	*	X02701	100128025	149375997	149379149	3153	+	656	upstream	656	WWTR1-AS1
chr3	149375614	149375625	12	*	X02702	100128025	149375997	149379149	3153	+	371	upstream	371	WWTR1-AS1
chr3	149470104	149470526	423	*	X02703	51122	149456257	149470286	14030	-	0	overlapStart	0	COMMD2
chr3	149688807	149689189	383	*	X02704	5217	149682691	149688741	6051	-	65	upstream	65	PFN2
chr3	149688807	149689189	383	*	X02704	646903	149689066	149691029	1964	+	0	overlapStart	0	LOC646903
chr3	150126126	150126251	126	*	X02705	9819	150126788	150177615	50828	+	536	upstream	536	TSC22D2
chr3	150126328	150126864	537	*	X02706	9819	150126788	150177615	50828	+	0	overlapStart	0	TSC22D2
chr3	150126984	150127111	128	*	X02707	9819	150126788	150177615	50828	+	0	inside	195	TSC22D2
chr3	150264144	150264293	150	*	X02708	83939	150264574	150303803	39230	+	280	upstream	280	EIF2A
chr3	150320865	150321501	637	*	X02709	27230	150259780	150320961	61182	-	0	overlapStart	0	SERP1
chr3	150320865	150321501	637	*	X02709	51714	150321066	150348234	27169	+	0	overlapStart	0	SELENOT
chr3	150480835	150480987	153	*	X02711	6478	150458910	150481263	22354	-	0	inside	275	SIAH2
chr3	150481002	150481110	109	*	X02712	6478	150458910	150481263	22354	-	0	inside	152	SIAH2
chr3	150481342	150481364	23	*	X02713	6478	150458910	150481263	22354	-	78	upstream	78	SIAH2
chr3	150803278	150803652	375	*	X02715	116931	150803451	151154465	351015	+	0	overlapStart	0	MED12L
chr3	151987169	151987193	25	*	X02718	401093	151980405	151987415	7011	-	0	inside	221	MBNL1-AS1
chr3	152879819	152879897	79	*	X02719	5912	152880029	152886263	6235	+	131	upstream	131	RAP2B
chr3	152880069	152880165	97	*	X02720	5912	152880029	152886263	6235	+	0	inside	39	RAP2B
chr3	153839210	153839220	11	*	X02722	100507524	153742190	153838999	96810	-	210	upstream	210	ARHGEF26-AS1
chr3	153839236	153839295	60	*	X02723	100507524	153742190	153838999	96810	-	236	upstream	236	ARHGEF26-AS1
chr3	155572096	155572286	191	*	X02725	9197	155544301	155572248	27948	-	0	overlapStart	0	SLC33A1
chr3	155572497	155572581	85	*	X02726	9197	155544301	155572248	27948	-	248	upstream	248	SLC33A1
chr3	156392493	156392526	34	*	X02727	25976	156392205	156424557	32353	+	0	inside	287	TIPARP
chr3	156806631	156806745	115	*	X02729	100498859	156807670	156818924	11255	+	924	upstream	924	LINC00881
chr3	156806757	156806767	11	*	X02730	100498859	156807670	156818924	11255	+	902	upstream	902	LINC00881
chr3	156878018	156878252	235	*	X02736	57018	156864297	156878482	14186	-	0	inside	229	CCNL1
chr3	157824346	157824425	80	*	X02742	6474	157813800	157823952	10153	-	393	upstream	393	SHOX2
chr3	157827752	157828294	543	*	X02743	51319	157827841	158262624	434784	+	0	overlapStart	0	RSRC1
chr3	158289042	158289063	22	*	X02744	4291	158288953	158324249	35297	+	0	inside	88	MLF1
chr3	158362269	158362493	225	*	X02745	85476	158362317	158410360	48044	+	0	overlapStart	0	GFM1
chr3	158519673	158520006	334	*	X02746	64747	158519715	158547508	27794	+	0	overlapStart	0	MFSD1
chr3	160117459	160117522	64	*	X02750	10051	160117430	160152741	35312	+	0	inside	28	SMC4
chr3	160117633	160117692	60	*	X02751	10051	160117430	160152741	35312	+	0	inside	202	SMC4
chr3	160167180	160168046	867	*	X02754	286827	160153291	160167626	14336	-	0	overlapStart	0	TRIM59
chr3	160167180	160168046	867	*	X02754	57560	159945241	160167626	222386	-	0	overlapStart	0	IFT80
chr3	160168062	160168097	36	*	X02755	286827	160153291	160167626	14336	-	435	upstream	435	TRIM59
chr3	160168062	160168097	36	*	X02755	57560	159945241	160167626	222386	-	435	upstream	435	IFT80
chr3	160472906	160472932	27	*	X02756	151742	160473996	160788817	314822	+	1063	upstream	1063	PPM1L
chr3	160823032	160823053	22	*	X02757	8706	160801671	160823160	21490	-	0	inside	106	B3GALNT1
chr3	160823076	160823098	23	*	X02758	8706	160801671	160823160	21490	-	0	inside	61	B3GALNT1
chr3	164914575	164914885	311	*	X02760	22865	164904508	164914469	9962	-	105	upstream	105	SLITRK3
chr3	169482476	169482641	166	*	X02769	7012	169482398	169482848	451	-	0	inside	206	TERC
chr3	169482665	169482873	209	*	X02770	7012	169482398	169482848	451	-	0	overlapStart	0	TERC
chr3	169482899	169482988	90	*	X02771	7012	169482398	169482848	451	-	50	upstream	50	TERC
chr3	169489916	169489970	55	*	X02772	55892	169490853	169507504	16652	+	882	upstream	882	MYNN
chr3	169489985	169490100	116	*	X02773	55892	169490853	169507504	16652	+	752	upstream	752	MYNN
chr3	169684426	169684461	36	*	X02774	100128164	169661772	169684522	22751	-	0	inside	60	LOC100128164
chr3	169684426	169684461	36	*	X02774	7095	169684580	169716161	31582	+	118	upstream	118	SEC62
chr3	169684510	169684698	189	*	X02775	100128164	169661772	169684522	22751	-	0	overlapStart	0	LOC100128164
chr3	169684510	169684698	189	*	X02775	7095	169684580	169716161	31582	+	0	overlapStart	0	SEC62
chr3	169899310	169899332	23	*	X02776	80012	169805368	169899537	94170	-	0	inside	204	PHC3
chr3	169899359	169899437	79	*	X02777	80012	169805368	169899537	94170	-	0	inside	99	PHC3
chr3	169899667	169899682	16	*	X02778	80012	169805368	169899537	94170	-	129	upstream	129	PHC3
chr3	169940059	169940197	139	*	X02779	5584	169940220	170023770	83551	+	22	upstream	22	PRKCI
chr3	170075516	170075542	27	*	X02780	6498	170075473	170114637	39165	+	0	inside	42	SKIL
chr3	170587862	170588196	335	*	X02781	200916	170582665	170588045	5381	-	0	overlapStart	0	RPL22L1
chr3	170626321	170626929	609	*	X02782	56648	170606204	170626426	20223	-	0	overlapStart	0	EIF5A2
chr3	171527772	171528444	673	*	X02785	5337	171318195	171528504	210310	-	0	inside	59	PLD1
chr3	178865616	178865704	89	*	X02795	5290	178866311	178952497	86187	+	606	upstream	606	PIK3CA
chr3	178865744	178865778	35	*	X02796	5290	178866311	178952497	86187	+	532	upstream	532	PIK3CA
chr3	178865836	178865856	21	*	X02797	5290	178866311	178952497	86187	+	454	upstream	454	PIK3CA
chr3	178865882	178865910	29	*	X02798	5290	178866311	178952497	86187	+	400	upstream	400	PIK3CA
chr3	179040603	179041482	880	*	X02799	51193	179040819	179053320	12502	+	0	overlapStart	0	ZNF639
chr3	179169188	179169320	133	*	X02801	59345	179113876	179169371	55496	-	0	inside	50	GNB4
chr3	179371084	179371459	376	*	X02802	8975	179370933	179507189	136257	+	0	inside	150	USP13
chr3	180319550	180319574	25	*	X02805	151613	180319918	180335616	15699	+	343	upstream	343	TTC14
chr3	180319834	180320012	179	*	X02806	151613	180319918	180335616	15699	+	0	overlapStart	0	TTC14
chr3	180320043	180320098	56	*	X02807	151613	180319918	180335616	15699	+	0	inside	124	TTC14
chr3	180707341	180707633	293	*	X02808	131118	180701498	180707562	6065	-	0	overlapStart	0	DNAJC19
chr3	181429427	181429437	11	*	X02809	6657	181429712	181432223	2512	+	274	upstream	274	SOX2
chr3	181429626	181429776	151	*	X02810	6657	181429712	181432223	2512	+	0	overlapStart	0	SOX2
chr3	182511354	182511415	62	*	X02812	23200	182511291	182639421	128131	+	0	inside	62	ATP11B
chr3	182511434	182511446	13	*	X02813	23200	182511291	182639421	128131	+	0	inside	142	ATP11B
chr3	182833836	182833889	54	*	X02814	56922	182733006	182833860	100855	-	0	overlapStart	0	MCCC1
chr3	182834131	182834141	11	*	X02815	56922	182733006	182833860	100855	-	270	upstream	270	MCCC1
chr3	182834170	182834276	107	*	X02816	56922	182733006	182833860	100855	-	309	upstream	309	MCCC1
chr3	182834315	182834338	24	*	X02817	56922	182733006	182833860	100855	-	454	upstream	454	MCCC1
chr3	183165461	183165552	92	*	X02818	100505687	183165396	183173800	8405	+	0	inside	64	LINC00888
chr3	183353487	183353507	21	*	X02819	54800	183353411	183402304	48894	+	0	inside	75	KLHL24
chr3	183353521	183353535	15	*	X02820	54800	183353411	183402304	48894	+	0	inside	109	KLHL24
chr3	183602521	183602820	300	*	X02821	55486	183547173	183602693	55521	-	0	overlapStart	0	PARL
chr3	183735640	183735668	29	*	X02824	10057	183637724	183735727	98004	-	0	inside	58	ABCC5
chr3	183735705	183735824	120	*	X02825	10057	183637724	183735727	98004	-	0	overlapStart	0	ABCC5
chr3	183735850	183735866	17	*	X02826	10057	183637724	183735727	98004	-	122	upstream	122	ABCC5
chr3	183851887	183851936	50	*	X02827	8893	183852810	183863099	10290	+	873	upstream	873	EIF2B5
chr3	183851953	183851999	47	*	X02828	8893	183852810	183863099	10290	+	810	upstream	810	EIF2B5
chr3	183853020	183853284	265	*	X02829	8893	183852810	183863099	10290	+	0	inside	209	EIF2B5
chr3	183947118	183947142	25	*	X02830	90113	183948317	183960117	11801	+	1174	upstream	1174	VWA5B2
chr3	183947171	183947224	54	*	X02831	90113	183948317	183960117	11801	+	1092	upstream	1092	VWA5B2
chr3	183947241	183947550	310	*	X02832	90113	183948317	183960117	11801	+	766	upstream	766	VWA5B2
chr3	183947628	183947656	29	*	X02833	90113	183948317	183960117	11801	+	660	upstream	660	VWA5B2
chr3	183966517	183966911	395	*	X02834	9718	183967445	184010819	43375	+	533	upstream	533	ECE2
chr3	184017134	184017160	27	*	X02835	5708	184017022	184026840	9819	+	0	inside	111	PSMD2
chr3	184032158	184032183	26	*	X02836	1981	184032283	184053146	20864	+	99	upstream	99	EIF4G1
chr3	184032202	184032247	46	*	X02837	1981	184032283	184053146	20864	+	35	upstream	35	EIF4G1
chr3	184079350	184079387	38	*	X02838	1181	184063973	184079439	15467	-	0	inside	51	CLCN2
chr3	184079350	184079387	38	*	X02838	5437	184081194	184086363	5170	+	1806	upstream	1806	POLR2H
chr3	184079482	184079500	19	*	X02839	1181	184063973	184079439	15467	-	42	upstream	42	CLCN2
chr3	184079482	184079500	19	*	X02839	5437	184081194	184086363	5170	+	1693	upstream	1693	POLR2H
chr3	184079529	184079590	62	*	X02840	1181	184063973	184079439	15467	-	89	upstream	89	CLCN2
chr3	184079529	184079590	62	*	X02840	5437	184081194	184086363	5170	+	1603	upstream	1603	POLR2H
chr3	184429550	184429817	268	*	X02841	64110	184428155	184429836	1682	-	0	inside	18	MAGEF1
chr3	184429850	184429936	87	*	X02842	64110	184428155	184429836	1682	-	13	upstream	13	MAGEF1
chr3	184430026	184430054	29	*	X02843	64110	184428155	184429836	1682	-	189	upstream	189	MAGEF1
chr3	184529802	184529821	20	*	X02844	23355	184529931	184770402	240472	+	109	upstream	109	VPS8
chr3	184529893	184529908	16	*	X02845	23355	184529931	184770402	240472	+	22	upstream	22	VPS8
chr3	184529921	184529995	75	*	X02846	23355	184529931	184770402	240472	+	0	overlapStart	0	VPS8
chr3	184530038	184530184	147	*	X02847	23355	184529931	184770402	240472	+	0	inside	106	VPS8
chr3	184870746	184870760	15	*	X02848	285382	184795838	184870802	74965	-	0	inside	41	C3orf70
chr3	184870883	184871004	122	*	X02849	285382	184795838	184870802	74965	-	80	upstream	80	C3orf70
chr3	185216508	185217008	501	*	X02851	90407	185207389	185216845	9457	-	0	overlapStart	0	TMEM41A
chr3	185217091	185217223	133	*	X02852	90407	185207389	185216845	9457	-	245	upstream	245	TMEM41A
chr3	185655907	185655941	35	*	X02853	6434	185632358	185655924	23567	-	0	overlapStart	0	TRA2B
chr3	185656213	185656227	15	*	X02854	6434	185632358	185655924	23567	-	288	upstream	288	TRA2B
chr3	185826688	185826709	22	*	X02855	2119	185764106	185826901	62796	-	0	inside	191	ETV5
chr3	185826729	185826783	55	*	X02856	2119	185764106	185826901	62796	-	0	inside	117	ETV5
chr3	186080207	186080270	64	*	X02857	1608	185864990	186080023	215034	-	183	upstream	183	DGKG
chr3	186500898	186501384	487	*	X02860	1974	186501361	186507685	6325	+	0	overlapStart	0	EIF4A2
chr3	186500898	186501384	487	*	X02860	619567	186502585	186502654	70	+	1200	upstream	1200	SNORD2
chr3	187463228	187463354	127	*	X02863	604	187439165	187463513	24349	-	0	inside	158	BCL6
chr3	190231308	190231318	11	*	X02864	3556	190231840	190374986	143147	+	521	upstream	521	IL1RAP
chr3	191047033	191047305	273	*	X02865	152137	191046874	191116459	69586	+	0	inside	158	CCDC50
chr3	192445148	192445260	113	*	X02871	2257	191857182	192445388	588207	-	0	inside	127	FGF12
chr3	192445558	192445651	94	*	X02872	2257	191857182	192445388	588207	-	169	upstream	169	FGF12
chr3	192636159	192636230	72	*	X02874	151963	192514605	192635950	121346	-	208	upstream	208	MB21D2
chr3	192958545	192958573	29	*	X02875	57110	192958917	192988644	29728	+	343	upstream	343	PLAAT1
chr3	192958545	192958573	29	*	X02875	84789	192959568	192961761	2194	+	994	upstream	994	MGC2889
chr3	193310794	193311195	402	*	X02876	4976	193310933	193415600	104668	+	0	overlapStart	0	OPA1
chr3	193852283	193852298	16	*	X02877	3280	193853931	193856401	2471	+	1632	upstream	1632	HES1
chr3	193852592	193852602	11	*	X02878	3280	193853931	193856401	2471	+	1328	upstream	1328	HES1
chr3	193852683	193852701	19	*	X02879	3280	193853931	193856401	2471	+	1229	upstream	1229	HES1
chr3	193852731	193853007	277	*	X02880	3280	193853931	193856401	2471	+	923	upstream	923	HES1
chr3	193853024	193853058	35	*	X02881	3280	193853931	193856401	2471	+	872	upstream	872	HES1
chr3	194030677	194030701	25	*	X02884	100131551	194017424	194030593	13170	-	83	upstream	83	LINC00887
chr3	194030982	194031021	40	*	X02885	100131551	194017424	194030593	13170	-	388	upstream	388	LINC00887
chr3	194304683	194304738	56	*	X02889	100507297	194304997	194311561	6565	+	258	upstream	258	TMEM44-AS1
chr3	194304753	194304820	68	*	X02890	100507297	194304997	194311561	6565	+	176	upstream	176	TMEM44-AS1
chr3	194392890	194392921	32	*	X02891	55341	194361517	194393206	31690	-	0	inside	284	LSG1
